id,chemin,classe,r_channel_mean,r_channel_var,r_channel_std,r_channel_25p,r_channel_50p,r_channel_75p,r_channel_iqr,g_channel_mean,g_channel_var,g_channel_std,g_channel_25p,g_channel_50p,g_channel_75p,g_channel_iqr,b_channel_mean,b_channel_var,b_channel_std,b_channel_25p,b_channel_50p,b_channel_75p,b_channel_iqr,r_hist_0,r_hist_1,r_hist_2,r_hist_3,g_hist_0,g_hist_1,g_hist_2,g_hist_3,b_hist_0,b_hist_1,b_hist_2,b_hist_3
188,../data/images/train/clean/02902_01.jpg,clean,111.92925,1623.5366666597224,40.29313423723355,84.0,115.0,137.0,53.0,118.051375,1587.4182300538196,39.84241747251062,90.0,123.0,142.0,52.0,116.50441388888889,2716.4919971842514,52.11997694919148,69.0,125.0,159.0,90.0,13.38,51.9,31.01,3.71,11.84,43.47,40.85,3.83,21.25,30.02,44.28,4.45
189,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.11.11 PM (3).jpeg,clean,111.68365489130434,3584.2546414912663,59.868644894395814,65.0,115.0,144.0,79.0,115.84826348244147,3440.0494169782364,58.65193446919067,73.0,119.0,144.0,71.0,125.37922658862877,4084.9535335573514,63.91364121654588,70.0,129.0,173.0,103.0,23.19,36.78,29.33,10.7,21.34,36.37,31.58,10.71,23.22,25.26,38.22,13.3
190,../data/images/train/clean/01053_00.jpg,clean,126.24277222222223,2619.297806092561,51.17907586204113,88.0,125.0,176.0,88.0,128.19982222222222,2551.1825988572837,50.50923280804494,92.0,124.0,180.0,88.0,122.83213888888889,3340.2344837584888,57.79476173286372,74.0,128.0,181.0,107.0,13.38,38.77,34.66,13.2,12.1,41.19,31.29,15.41,19.17,29.84,35.08,15.91
191,../data/images/train/clean/WhatsApp Image 2020-10-15 at 9.23.29 AM (2).jpeg,clean,103.69320547658863,4511.9340679648885,67.17093171874936,49.0,87.0,158.0,109.0,102.68588367474916,5102.500566406618,71.43178960663535,45.0,81.0,155.0,110.0,94.65978783444817,5108.822200916528,71.47602535757377,39.0,72.0,140.0,101.0,36.49,31.38,16.84,15.29,39.51,29.17,15.02,16.3,44.29,27.93,15.52,12.27
192,../data/images/train/clean/01092_01.jpg,clean,105.22025277777777,3080.9711470472143,55.50649644003136,63.0,86.0,143.0,80.0,102.24159722222223,3347.6681335599924,57.859036749327174,62.0,75.0,144.0,82.0,96.58879722222223,3961.737742831104,62.94233664896072,54.0,69.0,142.0,88.0,25.16,46.63,16.99,11.21,28.2,43.98,15.14,12.69,38.29,34.59,12.83,14.29
193,../data/images/train/clean/WhatsApp Image 2020-08-21 at 9.54.56 AM (1).jpeg,clean,118.96253155159614,2943.1883956699385,54.251160316346585,82.0,100.0,140.0,58.0,115.245282108389,2985.827991846918,54.64273045746266,79.0,98.0,133.0,54.0,112.5170601336303,2884.1882241708463,53.70463875840565,77.0,99.0,135.0,58.0,5.57,66.08,14.66,13.69,9.56,63.14,15.12,12.18,13.4,58.13,17.85,10.62
194,../data/images/train/clean/00006_05.jpg,clean,134.61662222222222,1895.0467214795062,43.53213435474427,114.0,146.0,163.0,49.0,136.91685,1819.611274966389,42.656901844442345,114.0,148.0,166.0,52.0,134.18258333333333,2433.934196659722,49.334918634368115,104.0,149.0,169.0,65.0,9.65,22.16,64.09,4.09,8.82,22.14,64.04,5.0,12.76,19.94,61.4,5.9
195,../data/images/train/clean/WhatsApp Image 2020-10-27 at 9.33.26 AM (16).jpeg,clean,121.04904278461191,2678.7177790644464,51.75633081145191,81.0,108.0,165.0,84.0,124.41492971474234,2678.9825370763347,51.75888848377962,89.0,108.0,166.0,77.0,106.45006830766499,3883.499309865944,62.31772869630234,50.0,94.0,161.0,111.0,8.48,59.32,12.05,20.15,6.18,64.65,6.72,22.44,36.84,35.58,6.27,21.3
196,../data/images/train/clean/WhatsApp Image 2021-02-09 at 9.00.36 PM (1).jpeg,clean,140.3113712374582,1466.0887628354276,38.289538556052456,116.0,137.0,160.0,44.0,137.53610994983276,1384.5588800180117,37.20966111130296,116.0,135.0,153.0,37.0,130.53896112040132,1380.5594226665482,37.15588005506731,110.0,126.0,146.0,36.0,1.29,36.24,54.23,8.24,1.33,37.62,53.88,7.16,1.86,49.46,42.81,5.87
197,../data/images/train/clean/WhatsApp Image 2020-05-19 at 10.25.03 AM (12).jpeg,clean,75.18048773690079,3913.4840657598843,62.55784575702623,35.0,47.0,99.0,64.0,77.1759392419175,3420.8897170665423,58.48837249459539,42.0,56.0,98.0,56.0,78.31422240802675,2934.7430173440684,54.17326847573504,38.0,75.0,93.0,55.0,61.55,20.3,9.77,8.38,59.93,22.58,10.3,7.19,39.43,46.23,8.56,5.78
198,../data/images/train/clean/WhatsApp Image 2020-07-24 at 9.06.58 AM (1).jpeg,clean,131.16561618411285,2342.594401272136,48.400355383738,96.0,135.0,164.0,68.0,132.78678916109874,2436.373453536096,49.35963384726528,95.0,138.0,164.0,69.0,130.16598366740905,2693.0509720650625,51.89461409496233,91.0,133.0,165.0,74.0,9.88,34.67,46.05,9.39,9.17,32.84,47.91,10.08,13.09,32.3,43.59,11.02
199,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.35.23 AM (21).jpeg,clean,135.06046640625,2621.688125844963,51.20242304661922,103.0,129.0,164.0,61.0,130.78699765625,2435.4454323453056,49.35023234337712,97.0,125.0,159.0,62.0,120.656097265625,2759.609023487416,52.531980959101624,86.0,112.0,146.0,60.0,5.21,42.67,38.68,13.44,5.46,47.68,35.23,11.63,10.98,52.76,25.93,10.34
200,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.42.14 AM (2).jpeg,clean,136.5146300167224,4397.390989975989,66.31282673793955,90.0,125.0,194.0,104.0,132.7494303929766,3908.5731826813976,62.51858269891759,86.0,134.0,182.0,96.0,118.92942255434782,3296.420710191222,57.41446429421093,77.0,113.0,163.0,86.0,15.97,35.61,22.76,25.67,17.92,26.29,34.4,21.39,18.7,42.06,26.3,12.95
201,../data/images/train/clean/WhatsApp Image 2020-10-26 at 9.19.15 AM (5).jpeg,clean,103.19477712409146,1106.6400279736251,33.266199481961046,82.0,102.0,124.0,42.0,103.60448961883861,942.3195047923501,30.697223079496133,83.0,108.0,124.0,41.0,64.06348442047594,715.5727593892184,26.750191763597105,46.0,60.0,77.0,31.0,11.55,66.18,21.16,1.11,10.88,68.79,19.8,0.53,56.07,41.41,2.4,0.11
202,../data/images/train/clean/WhatsApp Image 2020-10-27 at 9.43.55 AM (1).jpeg,clean,110.52514768683274,1577.1791620778324,39.713715037475815,86.0,108.0,150.0,64.0,115.5007971530249,1915.4688854855444,43.76607002559796,86.0,106.0,162.0,76.0,110.17807339857652,2557.0657093487034,50.56743724323691,68.0,101.0,165.0,97.0,15.74,45.92,38.33,0.0,14.19,46.91,38.86,0.04,23.19,38.23,38.52,0.05
203,../data/images/train/clean/WhatsApp Image 2020-12-26 at 4.28.25 PM (2).jpeg,clean,116.57398753894081,5911.650748585515,76.88725998880123,45.0,98.0,197.0,152.0,122.09951323987539,5826.1271103549625,76.32907120065698,52.0,108.0,200.0,148.0,115.06835669781931,5754.686585150025,75.85965057360879,50.0,91.0,194.0,144.0,33.25,24.12,14.16,28.46,31.18,25.13,12.71,30.98,32.94,24.41,15.97,26.68
204,../data/images/train/clean/00207_03.jpg,clean,130.68229444444444,1970.4040909577473,44.389233953265595,103.0,121.0,174.0,71.0,132.25980833333332,1908.342335741042,43.6845777791321,105.0,120.0,176.0,71.0,129.65869722222223,2186.821120747214,46.7634592470148,104.0,118.0,178.0,74.0,6.2,49.06,32.75,11.99,5.21,50.22,31.17,13.4,8.01,48.51,29.93,13.55
205,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.10.04 PM.jpeg,clean,150.60570155902005,1626.4400595486466,40.329146526409986,124.0,158.0,181.0,57.0,141.14933184855235,1792.3335574600324,42.33596057089094,120.0,149.0,172.0,52.0,129.95842242019302,1581.310108721338,39.76569009487121,111.0,139.0,158.0,47.0,3.06,27.21,55.5,14.23,6.5,25.17,61.18,7.15,8.69,26.39,63.46,1.46
206,../data/images/train/clean/02879_06.jpg,clean,110.00420277777778,2223.672862892215,47.15583593673444,66.0,115.0,144.0,78.0,112.54910277777778,2305.5744944727703,48.016398183045446,69.0,112.0,150.0,81.0,110.02789166666666,2891.1379248327084,53.76930281148072,63.0,100.0,161.0,98.0,23.12,39.04,33.66,4.18,21.01,38.85,34.91,5.22,25.05,38.98,27.59,8.39
207,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.42.14 AM.jpeg,clean,136.79941576086958,2787.729425243947,52.79895288018454,109.0,127.0,161.0,52.0,128.7838487667224,2774.540172979637,52.67390409851578,102.0,118.0,150.0,48.0,117.79029473244147,2897.2883826054444,53.82646544782078,91.0,113.0,140.0,49.0,8.34,42.17,32.31,17.18,9.81,49.99,26.04,14.16,14.19,52.07,23.1,10.63
208,../data/images/train/clean/WhatsApp Image 2020-05-10 at 4.59.16 PM (11).jpeg,clean,105.31329562594269,3749.47908566977,61.23299017416812,71.0,93.0,120.0,49.0,113.1170060331825,3618.657900840083,60.15528157061592,76.0,107.0,131.0,55.0,108.06743966817496,4433.452944349678,66.58417938481841,58.0,97.0,159.0,101.0,20.58,57.91,8.66,12.85,18.7,53.22,15.33,12.76,27.04,39.59,21.08,12.28
209,../data/images/train/clean/02524_07.jpg,clean,115.53503611111111,2110.3833891375843,45.93890931593375,85.0,116.0,153.0,68.0,119.84276111111112,1937.3626092651539,44.01548147260409,84.0,128.0,149.0,65.0,116.0148,2736.4843420711113,52.311416938094034,71.0,128.0,154.0,83.0,15.46,41.99,39.5,3.04,13.93,35.26,47.2,3.6,21.49,28.17,45.33,5.0
210,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.10.03 PM (11).jpeg,clean,112.8429009009009,2972.352611164354,54.51928659808705,75.0,107.0,143.0,68.0,113.37418318318318,2836.1824584168953,53.25582088764472,80.0,111.0,137.0,57.0,118.16054954954954,2760.8131037220187,52.54344015880592,81.0,122.0,142.0,61.0,18.5,43.37,30.72,7.41,16.49,47.59,28.34,7.57,15.44,40.68,36.47,7.41
211,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.11.11 PM (6).jpeg,clean,125.97549534360951,4890.259028616228,69.93038701892209,66.0,128.0,180.0,114.0,123.53220415863841,4659.891419539563,68.26339736300532,63.0,130.0,180.0,117.0,103.63023603082851,4786.9930217169285,69.18809884450452,42.0,103.0,161.0,119.0,23.71,26.24,27.63,22.42,25.22,23.94,31.16,19.68,35.42,26.45,23.81,14.31
212,../data/images/train/clean/3f53a459-b46f-4e87-90ac-f9e43cc23320.jpeg,clean,120.86331465338314,7078.877558294933,84.13606574053087,54.0,80.0,210.0,156.0,118.7435408883354,7275.483153589132,85.29644279563557,52.0,79.0,203.0,151.0,116.31136363636364,7246.956599800934,85.12905849239104,50.0,78.0,204.0,154.0,34.33,28.09,10.93,26.64,36.49,26.57,9.96,26.98,36.72,26.78,8.75,27.74
213,../data/images/train/clean/WhatsApp Image 2020-08-27 at 3.44.11 PM (3).jpeg,clean,85.37336753731343,432.33621546317505,20.792696204753607,68.0,83.0,103.0,35.0,82.40065609452736,383.9484641217787,19.59460293350643,66.0,81.0,98.0,32.0,75.39019278606965,394.76208416681374,19.86862059043893,60.0,70.0,93.0,33.0,14.54,84.05,1.17,0.25,19.18,79.56,1.01,0.25,35.22,63.69,0.88,0.21
214,../data/images/train/clean/WhatsApp Image 2020-07-11 at 5.39.59 PM (6).jpeg,clean,136.70576095025984,2536.7233788381777,50.365894996894255,107.0,140.0,161.0,54.0,117.54472902746845,3226.485393523455,56.80216011318104,76.0,120.0,147.0,71.0,104.37061247216036,3775.49569390847,61.445062404626704,54.75,102.0,136.0,81.25,8.54,30.36,50.52,10.59,17.87,37.31,35.1,9.73,31.33,36.74,22.48,9.45
215,../data/images/train/clean/WhatsApp Image 2020-12-17 at 10.28.20 PM (2).jpeg,clean,108.27798658922671,2582.103398113132,50.81440148337016,75.0,120.0,145.0,70.0,116.4853735753923,2564.5948863493713,50.64182941353295,91.0,126.0,145.0,54.0,118.54481631664952,4240.34127699809,65.1179028915865,72.0,122.0,144.0,72.0,21.03,36.03,40.37,2.57,18.15,33.22,42.34,6.29,22.24,32.9,30.35,14.51
216,../data/images/train/clean/WhatsApp Image 2021-01-11 at 9.15.38 AM (3).jpeg,clean,123.04782393292683,2739.2009293348538,52.33737602645793,87.0,101.0,184.0,97.0,140.4030811737805,3648.676468021612,60.40427524622419,98.0,111.0,216.0,118.0,143.4700381097561,3912.938625913181,62.55348612118417,100.0,112.0,224.0,124.0,6.2,62.17,12.11,19.51,2.22,62.15,6.12,29.51,2.18,61.19,6.84,29.79
217,../data/images/train/clean/00659_02.jpg,clean,128.4622527777778,2302.2412862583246,47.98167656781414,97.0,123.0,177.0,80.0,129.52124444444445,2343.1370875624693,48.40596128125615,99.0,121.0,181.0,82.0,123.86020555555555,2898.4670019577475,53.83741266032152,88.0,117.0,183.0,95.0,9.84,46.5,31.96,11.71,8.58,51.27,26.31,13.84,14.92,48.43,21.62,15.02
218,../data/images/train/clean/WhatsApp Image 2020-11-02 at 7.32.01 PM (3).jpeg,clean,129.61336277173913,3297.745468951858,57.425999938632835,92.0,124.0,172.0,80.0,131.30574194487576,2995.4217649726156,54.7304464167123,90.0,147.0,166.0,76.0,137.84835549301243,5461.4245180157095,73.90145139316081,74.0,148.0,195.0,121.0,14.71,36.89,34.51,13.9,15.57,20.86,54.29,9.27,22.13,16.95,35.04,25.88
219,../data/images/train/clean/WhatsApp Image 2020-09-27 at 6.53.58 PM.jpeg,clean,91.40600804765886,2504.6036017587153,50.04601484392853,58.0,83.0,118.0,60.0,90.52931594899665,2640.9453999814887,51.390129402264485,55.0,81.0,118.0,63.0,90.88752403846154,2840.8503320176046,53.29962787879109,53.0,79.0,120.0,67.0,29.5,51.6,13.15,5.75,31.67,48.33,14.43,5.57,34.95,44.33,14.63,6.09
220,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.11.10 PM (9).jpeg,clean,85.36469083494275,2734.0204430569993,52.28786133565801,39.0,71.0,135.0,96.0,87.18293601163889,2675.3002924379407,51.7233051190461,42.0,68.0,139.0,97.0,86.84162859354926,2570.235850516188,50.697493532877814,43.0,71.0,136.0,93.0,45.52,25.95,26.98,1.55,47.11,22.83,28.47,1.59,46.25,25.77,26.39,1.59
221,../data/images/train/clean/WhatsApp Image 2020-12-17 at 10.03.15 (1).jpeg,clean,124.49038984375,3971.4704810823982,63.01960394260185,82.0,120.0,162.0,80.0,129.48557734375,3835.1250419869834,61.928386399025314,91.0,127.0,168.0,77.0,131.945771875,4110.425579622958,64.11260078660791,86.0,137.0,177.0,91.0,17.18,36.62,32.07,14.13,16.43,33.74,35.38,14.45,17.81,26.69,39.44,16.07
222,../data/images/train/clean/00217_05.jpg,clean,112.89576666666666,2774.193974301111,52.670617751276765,66.0,125.0,146.0,80.0,117.20537777777778,2407.5599588572845,49.0668926961682,74.0,125.0,148.0,74.0,106.12605555555555,3599.7196599969143,59.997663787825225,49.0,121.0,148.0,99.0,23.97,27.57,40.06,8.41,18.06,34.3,38.53,9.1,30.84,26.0,34.04,9.12
223,../data/images/train/clean/WhatsApp Image 2020-10-06 at 1.33.53 PM.jpeg,clean,131.4792624521073,1981.3708343219237,44.51259186254968,101.0,131.0,164.0,63.0,128.55426245210728,1733.9712893027665,41.64098088785573,100.0,128.0,156.0,56.0,120.72581417624521,2018.3973796053162,44.92657765293631,87.0,122.0,147.0,60.0,6.34,39.31,47.82,6.53,4.84,44.95,44.12,6.09,10.11,44.52,39.04,6.33
224,../data/images/train/clean/WhatsApp Image 2020-10-27 at 9.33.26 AM (10).jpeg,clean,107.67432745459331,1599.8414354189624,39.99801789362771,79.0,101.0,122.0,43.0,108.25316530665965,1786.8818154612234,42.27152487740682,79.0,99.0,119.0,40.0,103.84305672545406,2526.406600053639,50.26337235058586,61.0,98.0,119.0,58.0,10.28,67.16,19.87,2.7,10.95,66.85,15.25,6.95,26.87,50.65,10.38,12.11
225,../data/images/train/clean/WhatsApp Image 2020-10-04 at 10.35.23 AM (6).jpeg,clean,111.27356501079579,2671.6173882464573,51.68769087748511,72.0,106.0,126.0,54.0,109.90304874745583,2253.2090256618385,47.4679789506762,85.0,100.0,119.0,34.0,101.31505964772437,2375.506190358004,48.739164850846635,68.0,94.0,115.0,47.0,13.43,62.66,15.57,8.34,9.0,70.1,13.05,7.85,17.13,63.19,12.28,7.41
226,../data/images/train/clean/WhatsApp Image 2020-08-21 at 9.58.11 AM (2).jpeg,clean,130.68340464870576,4944.389326284755,70.3163517703013,74.0,123.0,175.0,101.0,116.98447437929212,4487.455363815114,66.98847187251783,65.0,110.0,142.0,77.0,112.73864236661385,4568.364909303159,67.58968049416389,58.0,109.0,135.0,77.0,19.85,34.86,22.37,22.92,24.5,44.8,13.79,16.91,27.65,40.91,16.01,15.44
227,../data/images/train/clean/WhatsApp Image 2020-05-09 at 2.03.36 PM (1).jpeg,clean,117.14186553030304,2396.816038944039,48.9572879042951,65.0,129.0,162.0,97.0,115.92329071969696,2874.178926292375,53.61136937527687,63.0,127.0,156.0,93.0,118.41299479166666,3356.3943713816006,57.934397134876626,68.0,131.0,154.0,86.0,22.62,26.18,50.08,1.13,25.79,24.39,44.23,5.59,19.16,29.1,43.51,8.23
228,../data/images/train/clean/WhatsApp Image 2020-11-02 at 7.23.13 PM (8).jpeg,clean,131.82557074708237,5332.7110082603,73.02541344121443,61.0,115.0,208.0,147.0,131.56693855240366,4045.9415041238617,63.60771575936257,70.0,126.0,195.0,125.0,112.92242098986286,3489.892991918289,59.07531626591845,55.0,111.0,168.0,113.0,26.07,26.45,9.01,38.47,22.34,28.12,19.72,29.82,31.78,20.59,44.0,3.63
229,../data/images/train/clean/WhatsApp Image 2020-05-08 at 2.38.59 PM.jpeg,clean,120.7537,4121.348132143334,64.19772684560827,67.0,109.0,173.0,106.0,124.43109166666666,4165.373609974931,64.53970568553076,72.0,112.0,173.0,101.0,119.68437708333333,4182.554221757809,64.6726698208587,67.0,107.0,165.0,98.0,22.67,35.5,23.05,18.77,19.65,37.83,21.8,20.73,22.41,37.93,20.04,19.62
230,../data/images/train/clean/WhatsApp Image 2020-08-08 at 12.01.58 PM (1).jpeg,clean,134.18251764217518,1135.03819623516,33.69032793303087,118.0,136.0,154.0,36.0,133.9133291822333,1437.3219609796417,37.91202923848368,117.0,136.0,154.0,37.0,116.16775010377751,1240.7046784996116,35.2236380645102,99.0,118.0,138.0,39.0,3.89,33.22,59.97,2.92,5.35,32.52,54.79,7.34,8.16,54.52,36.06,1.26
231,../data/images/train/clean/401.full.jpeg,clean,135.22881183333334,1945.5248001449231,44.108103565500556,101.0,132.0,166.0,65.0,129.29439925,1958.8530424982691,44.258931782164254,94.0,126.0,161.0,67.0,126.66662225,2131.83725019247,46.17182311965242,89.0,127.0,161.0,72.0,3.14,42.81,41.08,12.98,5.21,45.51,40.43,8.85,8.51,42.0,41.3,8.18
232,../data/images/train/clean/WhatsApp Image 2021-01-11 at 9.15.37 AM (6).jpeg,clean,140.502489548495,1618.120089955995,40.22586344574837,112.0,152.0,172.0,60.0,138.4038795986622,1695.166555182828,41.17240040588875,109.0,151.0,171.0,62.0,132.79916178929767,1656.1926343308476,40.69634669513773,101.0,146.0,166.0,65.0,5.62,29.66,60.17,4.55,6.27,30.73,59.33,3.67,6.47,34.29,57.48,1.77
233,../data/images/train/clean/02332_03.jpg,clean,123.22928611111111,1403.7402195459183,37.46652131631543,90.0,120.0,153.0,63.0,130.5777611111111,907.0013532095985,30.116463159036428,111.0,129.0,147.0,36.0,132.74953333333335,1374.2339331155558,37.070661352551504,117.0,138.0,154.0,37.0,1.3,53.92,41.19,3.59,1.26,47.04,48.53,3.18,5.12,28.93,62.28,3.67
234,../data/images/train/clean/WhatsApp Image 2020-07-11 at 8.43.03 PM (2).jpeg,clean,106.50174579624135,2294.383063223215,47.89971882196403,77.0,93.0,133.0,56.0,100.30412462908012,2011.5309008905012,44.850093655314716,75.0,91.0,118.0,43.0,88.66984174085064,2017.6802536841521,44.918595856105654,63.0,82.0,102.0,39.0,14.33,58.45,21.73,5.49,16.58,64.05,14.71,4.67,25.33,61.39,9.4,3.88
235,../data/images/train/clean/WhatsApp Image 2020-09-25 at 11.46.57 AM (4).jpeg,clean,128.91876985785953,3146.962288578724,56.09779218987788,93.0,118.0,144.0,51.0,119.17371864548495,3260.991663387395,57.10509314752402,84.0,105.0,133.0,49.0,112.01995035535117,3591.5233169707813,59.929319343463106,72.0,99.0,129.0,57.0,7.79,53.48,23.56,15.16,11.55,60.58,13.4,14.46,19.36,54.57,12.73,13.34
236,../data/images/train/clean/WhatsApp Image 2020-10-20 at 7.14.11 PM (8).jpeg,clean,135.15966190732757,2935.3423407800924,54.17879973550625,106.0,140.0,161.0,55.0,128.8927209051724,2690.8443200392035,51.87334884156992,106.0,131.0,152.0,46.0,123.15828394396551,2606.973652191646,51.05853162980352,101.0,124.0,142.0,41.0,12.07,23.55,49.01,15.37,12.46,31.51,43.46,12.57,12.59,43.42,33.42,10.57
237,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.11.10 PM (11).jpeg,clean,113.52919685155487,2987.4756180778786,54.657804731601495,58.0,128.0,155.0,97.0,122.41514405795499,3613.9441100923373,60.11608861271945,66.0,135.0,156.0,90.0,127.39490128850301,4226.327306119863,65.01020924531672,67.0,135.0,154.0,87.0,26.28,23.69,45.49,4.54,23.75,20.93,40.41,14.91,21.67,23.09,40.41,14.83
238,../data/images/train/clean/86cd7cf4-726f-40c5-9788-89c890be3914.jpeg,clean,125.29152003910069,4001.929649497889,63.26080658273248,78.0,118.0,169.0,91.0,119.72488025415444,3783.391193289669,61.509277294483546,75.0,112.0,169.0,94.0,109.98598240469208,4189.750111424909,64.72827907047204,57.0,96.0,175.0,118.0,18.35,35.49,29.01,17.15,18.09,36.42,34.69,10.81,31.57,28.14,30.51,9.78
239,../data/images/train/clean/01505_06.jpg,clean,124.84288611111111,2566.6416235592505,50.662033353974756,92.0,127.0,162.0,70.0,130.64570277777779,2376.5889318116588,48.750271094750424,97.0,136.0,163.0,66.0,130.44188055555554,2665.523738796844,51.62871041190981,87.0,145.0,167.0,80.0,14.88,35.22,41.18,8.72,12.81,28.49,49.81,8.89,14.21,25.28,51.61,8.9
240,../data/images/train/clean/WhatsApp Image 2021-01-11 at 9.38.36 AM (11).jpeg,clean,138.47233345808382,806.2939987840155,28.395316493816644,128.0,144.0,162.0,34.0,137.18642964071856,1137.6077402465467,33.72844111794298,124.0,141.0,170.0,46.0,142.04106848802394,2009.680908813423,44.82946473931429,124.0,144.0,187.0,63.0,2.35,22.27,75.38,0.0,2.93,25.07,72.0,0.0,9.16,18.07,60.86,11.9
241,../data/images/train/clean/WhatsApp Image 2020-08-20 at 7.38.13 AM (1).jpeg,clean,117.98891129032258,1265.7746351050341,35.57772667140263,92.0,112.0,142.0,50.0,120.67399529569893,1120.3382135403,33.47145371118948,99.0,115.0,142.0,43.0,113.17444892473118,1204.120931819972,34.70044570059543,89.0,109.0,136.0,47.0,4.81,59.94,32.93,2.32,3.57,61.3,32.94,2.19,6.83,61.68,30.62,0.86
242,../data/images/train/clean/WhatsApp Image 2020-07-11 at 5.39.59 PM (2).jpeg,clean,116.57362962962964,1684.6224083072702,41.044151937971264,90.0,108.0,136.0,46.0,112.44267407407408,1567.362121145624,39.58992449027434,88.0,106.0,129.0,41.0,101.24818148148148,1608.4025429892865,40.104894252313976,76.0,90.0,119.0,43.0,5.26,64.74,24.74,5.26,6.95,67.35,22.38,3.32,11.96,65.72,19.6,2.73
